Nama_Peserta,Essay_id,Answer,Score
1213,4,omzet; hektare; saksama; silakan; sirup; zaman; apotik; modern; imbau; kuwitansi,5
1213,5,"pembuka : prolog suatu teks ulasan untuk menyambut pembaca; isi : isi ulasan/ inti dari teks ulasan; penutup : epilog suatu teks ulasan, dan disambung ucapan 'terimakasih'",2
1214,1,alumnus; agenda; laba; sampel; teknik; imajinasi; argumen; kostum; ranking; fiktif,5
1214,2,vokal : harus bisa didengar oleh audiens; suara : pengucapan harus jelas agar audiens dapat menangkap laporan yang dibicarakan; penjedaan : tempat berhenti ketika membaca harus sesuai; ekspresi : mimik wajah saat membaca; bahasa yang komunikatif : penggunaan bahasa indonesia yang baik dan benar,2
1214,3,240/ 120 x 60 = 240 / 2 = 120 kpm (kata per menit),5
1214,4,omzet; hektare; saksama; silakan; sirop; jaman; apotek; modern; imbau; kuitansi,5
1214,5,menggunakan bahasa yang efektif tidak bertele-tele; jelas : dapat dipahami oleh pembaca; mencakup semua materi; runtut : urutan harus jelas; menggunakan bahasa yang komunikatif; memberi contoh-contoh yang factual; menyampaikan informasi terbaru,2
1229,1,lulusan : alumnus; rencana : ; keuntungan : laba; contoh : ; cara : ; khayalan : imajinasi; pendapat : argumen; pakaian : kostum; peringkat : ranking; tidak nyata : fiktif,5
1229,2,"dengan bahasa baku, laporan harus fakta, saat menyampaikan laporan mimik wajah harus diperhatikan, penjedaan diawal atau diakhir kalimat",2
1229,3,240/ 120 x 60 = 120 kpm,5
1229,4,omzet; hektare; saksama; silakan; sirop; zaman; apotek; modern; imbau; kuitansi,5
1229,5,kritik : mengomentari negatif; saran : memberikan solusi positif,2
1230,1,alumnus; agenda; laba; sample; proses; imajinasi; argument; kostum; rangking; fiktif,5
1230,2,teknik outline - membaca catatan dan mengembangkannya; teknik membaca - menulis laporan dan membacanya; teknik menghafal - menulis laporan dan menghafalnya; teknik serapan - menyampaikan sesuai urutan yang sudah dibaca,5
1230,3,240/ 120 x 60 = 240 / 2 = 120 kpm,5
1230,4,omzet; hektare; saksama; silakan; sirup; zaman; apotek; modern; himbau; kuwitansi,5
1230,5,menggunakan bahasa yang efektif; menggunakan penomeran,2
1301,1,alumnus; agenda; laba; sampel; teknik; imajinasi; argumen; kostum; ranking; fiksi,5
1301,2,"teknik membaca : menyiapkan laporan lalu membacanya; teknik menghafal : laporan yang disiapkan dihafal lalu disampaikan; teknik serta merta : biasanya secara dadakan sehingga tidak membaca teks, maupun menghafalkannya; teknik outline : menyiapkan catatan pokok isi laporan lalu mengembangkannya",5
1301,3,240/ 120 x 60 = 120 kpm,5
1301,4,omzet; hektare; saksama; silakan; sirop; zaman; apotek; modern; himbau; kuwitansi,5
1301,5,"orientasi : berisi latar belakang teks yang diulas antara lain tokoh, tema, judul, dan lainnya; tafsiran : berisi rangkaian cerita atau sinopsis dan alur; evaluasi : berisi kritik dan saran beserta argumen dan solusi permasalahan; rangkuman : berisi amanat dan kesimpulan dari teks yang diulas",5
1302,1,alumnus; agenda; laba; sampel; teknik; imajinasi; argumen; kostum; ranking; fiktif,5
1302,2,"teknik membaca : menulis laporan diselembar kertas kemudian dibaca; teknik menghafal : menulis laporan di selembar kertas kemudian dihafalkan; teknik serta merta: tidak menulis dan tidak menghafal, ceplas ceplos; teknik outline : menulis gagasan utama laporan kemudian dikembangkan",5
1302,3,kata yang dibaca / waktu x 60 = 240 / 120 x 60 = 120 kpm,5
1302,4,omzet; hektare; saksama; silakan; sirop; zaman; apotek; modern; imbau; kuitansi,5
1302,5,"orientasi : mencangkup judul, tokoh, latar, dan lain-lain; tafsiran terdapat sinopsis (cerita ulang); evaluasi : meliputi kritik dan saran; rangkuman : adanya amanat",5
1303,1,alumnus; agenda; laba; sampel; teknik; imajinasi; argumen; kostum; ranking; fiktif,5
1303,2,teknik membaca : teknik membacakannya dengan melihat teks laporan; teknik menghafal : teknik menulis laporan lalu menghafalkannya dan menyampaikan tanpa teks; teknik serta merta : teknik menyampaikan langsung tanpa teks dan menghafal; teknik outline : hanya mencatat pokok-pokoknya lalu mengembangkannya sendiri,5
1303,3,240/ 120 x 60 = 240 / 2 = 120 kpm,5
1303,4,omzet; hektare; saksama; silakan; sirop; zaman; apotek; modern; imbau; kuitansi,5
1303,5,5w + 1h; what (apa); when (kapan); who (siapa); where (dimana); why (mengapa); how (bagaimana),2
1304,1,alumnus; agenda; laba; sampel; langkah; imajinasi; argumen; kostum; ranking; fiktif,5
1304,2,suara : harus dapat didengar oleh audiens; vokal : harus jelas pengucapannya; gerak : menghindari gerak yang tidak diperlukan; ekspresi : sesuai dengan isinya (memasang wajah yang sesuai dengan suasananya); penjedaan : harus mengetahui dimana harus memberi jeda / berhenti sebentar; bahasa komunikatif : penggunaan bahasa indonesia yang baik dan benar,2
1304,3,240/ 120 x 60 = 120 kata per menit,5
1304,4,"omzet, hektare, saksama, silakan, sirop, zaman, apotek, modern, imbau, kuitansi",5
1304,5,orientasi : ulasan yang mengarah ke kesan dan detail pementasan ; tafsiran : ulasan yang mengarah ke ceritanya; evaluasi : ulasan yang mengarah ke aktor/ pemainnya; R : ulasan yang mengarah ke amanat/ kesan penonton,5
1305,1,lulusan : alumnus; rencana : agenda; keuntungan : laba; contoh : sampel; cara : teknik; khayalan : imajinasi; pendapat : argumen; pakaian : kostum; peringkat : rangking; tidak nyata : fiktif,5
1305,2,vokal : suara terdengar jelas oleh audiens; suara : audien dapat menerima dengan jelas isi yang disampaikan; penjedaan : perhentian diawal dan diakhir kalimat; bahasa komunikatif : menggunakan bahasa yang baik dan benar; gerakan : hindari gerakan yang tidak penting,2
1305,3,R = jumlah kata/ waktu x 60 = 240 / 120 x 60 = 120 kpm,5
1305,4,omzet; hektare; saksama; silakan; sirop; zaman; apotek; modern; imbau; kuitansi,5
1305,5,"naskah : menuntun pemeran untuk berdialog, berekspresi dan bergerak; sutradara : mengatur jalannya pementasan; aktor dan aktris : pemeran dari sebuah drama; punggung : tempat bermain sebuah drama",2
1316,1,alumnus; agenda; laba; sampel; teknik; imajinasi; argumen; kostum; ranking; fiktif,5
1316,2,teknik membaca : membuat teks dan dibaca saat menyampaikan; teknik menghafal : membaca lalu dihafalkan ; teknik serta merta : menyampaikan seadanya; teknik outline : mengembangkan pokok inti yang telah dicatat,5
1316,3,240/ 120 x 60 = 120 kpm,5
1316,4,omzet; hektare; seksama; silakan; sirop; zaman; apotik; modern; imbau; kuitansi,5
1316,5,"orientasi : penjelasan seperti tokoh, judul, setting; tafsiran : alur drama; evaluasi : kritik dan saran; rangkuman : kesimpulan, amanat",5
1317,1,alumnus; agenda; laba; sampel; teknik; imajinasi; argumentasi; kostum; ranking; fiktif,5
1317,2,teknik  membaca : menulis -> dibaca; teknik menghafal : menulis -> membaca -> menghafal; teknik serta merta : langsung tanpa teks; teknik outline : mengembangkan isi laporan,5
1317,3,240/ 120 x 60 = 120 kpm,5
1317,4,omzet; hektare; saksama; silakan; sirop; zaman; apotek; modern; himba; kuitansi,5
1317,5,menyiapkan barang yang akan digunakan; buatlah sesuatu yang ingin kita mau,2
1318,1,alumnus; agenda; laba; sampel; teknik; imajinasi; argumen; kostum; ranking; fiktif,5
1318,2,"teknik membaca; menyampaikan laporan dengan menyiapkan teks tertulis terlebih dahulu kemudian, membaca teks tersebut; teknik menghafal; menyampaikan laporan dengan menyiapkan teks tertulis terlebih dahulu kemudian, dihafalkan ( pada saat menyampaikan tanpa teks ); teknik serta merta; tanpa menyiapkan teks tertulis dan tanpa menghafal. Bersifat tidak resmi. Contoh : laporan pandang mata; teknik outline; menyiapkan teks tertulis berisi gagasan pokok, kemudian dikembangkan secara langsung di depan audiens",5
1318,3,jumlah kata yang dibaca / waktu baca (detik) x 60 = 240 /120 x 60 = 120 kpm,5
1318,4,omzet; hektare; saksama; silakan; sirop; zaman; apotek; modern; imbau; kuwitansi,5
1318,5,"orientasi : gambaran umum tentang objek yang diulas (judul, contoh + peran, latar); tafsiran : pandangan pada objek yang diulas (sinopsis); evaluasi : penilaian tentang objek yang diulas (kritik, saran); rangkuman : ringkasan tentang ulasan tersebut (amanat)",5
1319,1,alumnus; agenda; laba; sampel; teknik; imajinasi; argumen; kostum; ranking; fiktif,5
1319,2,volume suara; vokal; penjedaan -> berhenti sejenak; ekspresi -> mimik wajah; gerak-gerik; bahasa yang komunikatif -> bahasa indonesia yang baik dan benar,2
1319,3,240/ 120 x 60 = 240 / 2 = 120 kpm,5
1319,4,omzet; hektare; saksama; silakan; sirop; zaman; apotek; modern; imbau; kuitansi,5
1319,5,"orientasi  : judul, tokoh + peran, latar; tafsiran : sinopsis; evaluasi : kritik dan saran; rangkuman : amanat",5
1320,1,alumni; agenda; laba; sampel; teknik; imajinasi; argumen; kostum; ranking; fiktif,5
1320,2,volume suara : terdengar oleh audiens sehingga menangkap isi laporan; gerakan-gerakan : hindari gerakan tidak penting; bahasa yang komunikatif : penggunaan bahasa yang baik dan benar; vokal : pengucapan jelas,2
1320,3,240/ 120 x 60 = 24/ 12 x 60 = 120 kpm,5
1320,4,omzet; hektare; saksama; silakan; sirop; zaman; apotek; modern; imbau; kuitansi,5
1320,5,judul : pengantar cerita; anotasi : dialog tokoh; ket. pengadeganan : watak tokoh; babak dan adegan : konflik pembentuk cerita,2
1401,1,alumnus; agenda; laba; sampel; teknik; imajinasi; saran; kostum; ranking; fiksi,5
1401,2,"membaca : menulis laporan lalu dibaca didepan audiens;menghafal : menulis lalu menghafal teks laporan lalu menghafalkan teks kepada audiens tanpa membaca; outline : menulis pokok-pokok laporan lalu dikembangkan didepan audiens; tanpa menulis dan menghafal dan langsung diceritakan didepan audiens, biasanya bersifat nonformal",5
1401,3,240/ 120 x 60 = 120 kpm,5
1401,4,omset; hektar; saksama; silakan; sirop; zaman; apotek; modern; imbau; kuitansi,5
1401,5,non formal : tidak harus menggunakan kata bantu; sopan : tidak menggunakan kata kasar; jelas : harus jelas/ mudah dipahami,2
1402,1,lulusan : alumnus; rencana : agenda; keuntungan : laba; contoh : sampel; cara : teknik; khayalan : imajinasi; pendapat : menurut; pakaian : kostum; peringkat : rangking; tidak nyata : fiktif,5
1402,2,menyiapkan alat tulis; mencatat apa yang disampaikan,2
1402,3,240/ 120 x 60 = 120 kpm,5
1402,4,Omset; hektare; saksama; silakan; sirop; zaman; apotik; modern; imbau; kuitansi,5
1402,5,"teks ulasan membuat sesuatu : membuat relief tekan; teks ulasan melakukan sesuatu : menyetrika, memasak",2
1403,1,alumnus; dokumentasi; laba; sampel; struktur; imajinasi; solusi; kostum; ranking; fiktif,5
1403,2,olah suara: suara harus bisa di dengar oleh audiens; olah vokal : semua kata yang dikatakan harus jelas ketika didengar oleh audiens; gerak gerik : hindari gerak gerik yang tidak penting atau yang berlebihan; fokus : fokuskan diri ke audiens,2
1403,3,240/ 120 x 60 = 120 kpm,5
1403,4,omzet; hektare; saksama; silahkan; sirop; zaman; apotek; modern; himbau; kwitansi,5
1403,5,kritik : hanya memberitahu bahwa ada yang kurang dari kegiatan tersebut; kritik dan saran : memberitahu bahwa ada yang kurang dari kegiatan tersebut dan memberikan cara agar kekurangan tersebut berkurang,2
1404,1,alumnus; agenda; laba; sampel; teknik; imajinasi; argumen; kostum; ranking; fiksi,5
1404,2,"teknik membaca : menyusun laporan secara tertulis kemudian membacanya; teknik menghafal : menulis laporan kemudian menghafalnya; teknik serta merta : menyampaikan laporan secara langsung, tanpa naskah dan tanpa menghafal; teknik outline : menyiapkan catatan kemudian mengembangkan catatan tersebut",5
1404,3,kecepatan membaca dani : 240/ 120 x 60 = 120 kpm,5
1404,4,omzet; hektare; saksama; silakan; sirop; zaman; apotek; modern; imbau; kuitansi,5
1404,5,"orientasi : gambaran umum tentang sesuatu yang akan diulas. cth : tokoh, latar; tafsiran : pandangan pengulas terhadap sesuatu yang akan diulas. (sinopsis); evaluasi : penilaian terhadap sesuatu yang diulas bisa berupa kritik, saran; rangkuman : ringkasan/ isi dari yang diulas (amanat)",5
1405,1,lulusan : alumni; rencana : agenda; keuntungan : laba; contoh : sempel; cara : tekhnik; khayalan : imajinasi; pendapat : argumen; pakaian : kostum; peringkat : rangking; tidak nyata : fiktif,5
1405,2,disampaikan dengan jelas; mudah difahami; fakta bukan fiktif; menggunakan bahasa yang baku,2
1405,3,waktu : 120 detik; jumlah kata : 240; 240/120 x 60; 2 x 60 : 120 kpm,5
1405,4,omzet; hektare; saksama; silakan; sirop; zaman; apotek; modern; himbau; kuwitansi,5
1405,5,"jelas, mudah difahami, bahasa baku; harus ada pokok-pokok intinya",2
1416,1,alumnus; agenda; omzet; sampel; prosedur; imajinasi; komentar; kostum; ranking; fana,5
1416,2,"teknik membaca :  membaca laporan; teknik menghafal : menghafal laporan , saat menyampaikan tidak membawa teks; teknik poin : membuat poin-poin penting lalu saat menyampaikan mengembangkan sendiri point tersebut",3
1416,3,240/ 120 x 60 = 120 kpm,5
1416,4,omzet; hektar; saksama; salakan; sirop; zaman; apotek; modern; himbau; kuitansi,5
1416,5,what (apa) : apa yang dilakukan?; who (siapa) : siapa yang melakukannya ?; when (kapan) : kapan dilakukannya?; where (dimana) : dimana melakukannya ?; why (mengapa) : mengapa ini dilakukan ? ; how (bagaimana) : bagaimana cara melakukannya ?,2
1417,1,alumnus; agenda; laba; sampel; prosedur/ teknik; imajinasi; argument; kostum; ranking; fiktif,5
1417,2,vokal : dapat terdengar audiens; suara : terdengar jelas dan benar terdapat di vokal; penjedaan : berhenti pada awal / akhir kalimat; bahasa yang komunikatif : penggunaan bahasa indonesia yang baik dan benar,2
1417,3,240/ 120 x 60 = 240 / 2 = 120 kpm,5
1417,4,omzet; hektare; saksama; silakan; sirop; zaman; apotek; modern; imbau; kuitansi,5
1417,5,penulisan bahasa indonesia yang baik dan benar; kata-kata yang tepat; penjedaan pada setiap kalimat,2
1418,1,alumnus; agenda; laba; sampel; teknik; imajinasi; argumen; kostum; ranking; faktual,5
1418,2,"menggunakan suara yang keras agar dapat didengar oleh semua audiens, menggunakan pengucapan yang jelas agar mudah dipahami oleh audiens, hindari gerak gerik yang tidak penting, hindari kata-kata yang tidak penting dan basa-basi, gunakan bahasa yang komunikatif (bahasa indonesia yang baik dan benar)",2
1418,3,R = jumlah kata/ waktu x 60 = 240 / 120 x 60 = 240 / 2 = 120 kpm,5
1418,4,omzet; hektare; saksama; silakan; sirop; zaman; apotek; modern; imbau; kuitansi,5
1418,5,"bahasa yang baku, berisi pokok-pokok yang penting, bahasa yang komunikatif, penulisan yang benar",2
1419,1,alumnus; agenda; laba; sampel; teknik; imajinasi; argumen; kostum; ranking; fiktif,5
1419,2,teknik menyampaikan laporan; membaca -> menuliskan dan kemudian dibacakan; menghafalkan -> menuliskan dan kemudian dihafalkan; outline -> menuliskan pokok yang akan disampaikan dan kemudian dikembangkan; serta merta -> tidak dituliskan/ secara spontan dengan mengamati sekitar,5
1419,3,240/ 120 x 60 = 120 kpm,5
1419,4,omzet; hektare; saksama; silakan; sirop; zaman; apotek; modern; imbau; kuitansi,5
1419,5,"unsur-unsur teks ulasan :; berisi hal-hal yang akan disampaikan; disampaikan secara komunikatif; kesimpulan; pokok-pokok yang disampaikan didalam isi; kritik, saran, dan pendapat; disampaikan secara santun",2
1420,1,alumnus; agenda; laba; sampel; teknik; imajinasi; argumen; kostum; ranking; fiktif,5
1420,2,"teknik membaca : menyusun laporan secara tertulis, kemudian membacanya; teknik menghafal : menulis laporan terlebih dahulu, kemudian menghafalnya; teknik serta merta: menyampaikan laporan secara langsung tanpa menghafalnya; teknik outline : menulis laporan, kemudian memahami tulisan tersebut",5
1420,3,rumus : jumlah kata / waktu baca x 60 = 240/ 120 x 60 = 120 kpm,5
1420,4,omzet; hektare; saksama; silakan; sirop; zaman; apotek; modern; himbau; kuitansi,5
1420,5,"tokoh, alur, latar, penokohan, pengevaluasi, membuat sinopsis, amanat",2
1501,1,alumni; agenda; laba; sampel; teknik; imajinasi; argumen; kostum; ranking; fiktif,5
1501,2,suara : dapat didengar jelas; jeda : pemberhentian di awal/ akhir; bahasa yang komunikatif : tidak bertele-tele,2
1501,3,240/ 120 x 60 = 180 kpm,2
1501,4,omzet; hektare; seksama; silakan; sirop; zaman; apotek; modern; himbau; kuwitansi,4
1501,5,"orientasi : pengenalan [tokoh, judul]; tafsiran : sinopsis; evaluasi : kritik dan saran; rangkuman : alur secara garis besar",5
1502,1,alumnus; agenda; laba; sampel; teknik; imajinasi; argumen; kostum; ranking; fiktif,5
1502,2,membaca : dengan membaca dan membawa teks; menghafal : dengan menghafal dan tidak membawa teks; serta merta : dengan tidak membaca dan tidak menghal (spontan); outline : dengan membawa teks namun hanya garis besar kemudian dikembangkan,5
1502,3,240/ 120 x 60 = 120 kpm,5
1502,4,omzet; hektare; saksama; silakan; sirop; zaman; apotek; modern; himbau; kuwitansi,5
1502,5,"orientasi : berisi judul, penokohan, & alur; tafsiran : sinopsis; evaluasi : kritik & saran; kesimpulan : rangkuman",3
107,1,alumnus; agenda; laba; sampel; teknik; imajinasi; argumen; kostum; rangking; fiksi,5
107,2,"teknik membaca : teknik penyampaian laporan dengan cara menuliskan laporan terlebih dahulu lalu membacanya; teknik menghafal : teknik penyampaian laporan dengan cara menulis terlebih dahulu setelah itu menghafalnya; teknik serta merta : teknik penyampaian dengan cara tanpa menulis naskah ataupun menghafal terlebih dahulu biasanya digunakan pada laporan pandangan mata; teknik outline : teknik penyampaian dengan cara menulis gagasan utama, lalu mengembangkannya ketika penyampaian",5
107,3,"240/ 120 x 60 = 120 kpm, jadi kecepatan membaca dani adalah 120 kpm",5
107,4,omzet; hektare; saksama; silakan; sirop; zaman; apotek; modern; imbau; kuitansi,5
107,5,orientasi : gambaran umum tentang apa yang akan diulas; tafsiran : gambaran pengulas terhadap objek yang diulas; evaluasi : penilaian terhadap objek yang diulas; rangkuman : ringkasan atau rangkuman tentang apa yang telah diulas,5
108,1,lulusan : alumnus; rencana : agenda; keuntungan : laba; contoh : sampel; cara : petunjuk; khayalan : fiksi; pendapat : argumen; pakaian : kostum; peringat : ranking; tidak nyata : aktual,5
108,2,secara lisan disampaikan secara lisan dan langsung didengar oleh para audiens dan tertulis disampaikan secara tertulis; menggunakan bahasa yg baku,3
108,3,240/ 120 x 60 = 120 kpm,5
108,4,omzet; hektare; saksama; silakan; sirop; zaman; apotek; modern; imbau; kuitansi,5
108,5,tata cahaya; mengulas tentang pencahayaan  saat drama; aspek penyutradaraan; mengulas tentang alur cerita; tata setting; mengulas tentang penempatan benda2 yang diperlukan saat drama; tata rias; mengulas makeup para pemeran drama,2
109,1,Alumnus; agenda; laba; sampel; langkah-langkah; imajinasi; argumen; kostum; ranking; fiktif,5
109,2,membaca : menyiapkan tulisan / naskah kemudian dibaca; menghafal : ditulis kemudian dihafalkan; serta merta : secara langsung tanpa membaca dan menghafal; outline : dengan gagasan kemudian mengembangkan gagasan tersebut,5
109,3,jumlah kata/ waktu (detik) x 60 = 240 / 120 x 60 = 2 / 1 x 60 = 120 kpm,5
109,4,omzet; hektar; saksama; silakan; sirop; zaman; apotek; modern; imbau; kuitansi,5
109,5,orientasi : gambaran pengulas terhadap objek yang diulas; tafsiran : pandangan pengulas terhadap objek yang diulas; evaluasi : penilaian terhadap objek yang diulas; rangkuman : ringkasan atau saran terhadap objek yang diulas,5
110,1,alumnus; agenda; laba; sempel; teknik; imajinasi; opini; kostum; rangking; fiktif,5
110,2,suara : volume suara harus dapat didengar audiens; vokal : menyampaikan laporan agar mudah difahami; penjedaan : perhentian di tengah atau diakhir kalimat; gerak - gerik : menghindari gerakan yang mengganggu; mimik wajah : ekspresi; bahasa yang komunikatif : bahasa indonesia yang baik dan benar,2
110,3,240/ 120 x 60 = 120 kpm,5
110,4,omzet; hektare; saksama; silakan; sirop; zaman; apotek; moderen; himbau; kuitansi,5
110,5,"orientasi : pengenalan drama. berupa judul, latar, dan tokoh; tafsiran : berisi alur drama; evaluasi : berisi tentang evaluasi drama. bisa berupa kekurangan dan saran; rangkuman : berisi tentang amanat",5
111,1,almamater; statistik; laba; sampel; amin; imajinasi; argumen; kostum; ranking; fiktif,5
111,2,"suara yang baik, lantang urut",2
111,3,240/ 120 x 60 = 240 / 2 = 120 kpm,5
111,4,omzet; hektare; saksama; silakan; sirop; zaman; apotek; modern; himbau; kuitansi,5
111,5,"tema, judul, amanat, isi, penutup",2
112,1,alumnus; agenda; laba; sampel; teknik; imajinasi; argumen; costum; ranking; fiktif,5
112,2,"suara, vokal, penjedaan, gerak-gerik, efektif, bahasa yang komunikatif",2
112,3,240/ 120 x 60 = 120 kpm,5
112,4,omzet; hektare; saksama; silakan; sirop; zaman; apotek; modern; himbau; kuitansi,5
112,5,"kop surat; alamat surat; salam pembuka, paragraf pembuka, paragraf isi, paragraf penutup, salam penutup",2
125,1,alumnus; cara; laba; sampel; rumus; hayalan; usulan; baju; ranking; fiktif,3
125,2,teknik serta merta : teknik digunakan di laporan tanpa membaca/ langsung; teknik outline : teknik digunakan dilaporan dengan cara membaca,3
125,3,240/ 120 x 60 = 120 kpm,5
125,4,omset; hektar; saksama; silahkan; sirup; zaman; apotek; modern; himbau; kuitansi,3
125,5,reorientasi : berunsur sedang; verbal : berunsur keras; aktual : berunsur rata,2
126,1,alumnus; agenda; laba; sampel; teknik; imajinasi; argument; kostum; ranking; fiktif,5
126,2,menggunkan bahasa yang komunikatif; bahasa baik & benar; bahasanya baku; hindari melakukan gerakan yang tidak penting; hindari pertanyaan yang bersifat mengintrogasi,2
126,3,240/ 120 x 60 = 240 / 2 = 120 kpm kecepatan membaca dani adalah 120 kpm,5
126,4,omzet; hektare; saksama; silakan; sirop; zaman; apotek; modern; himbau; kuitansi,5
126,5,"bahasa yang komunikatif: baik & benar, mudah dipahami; kata baku : kata  yang baku; memiliki arti : jangan yang tidak memiliki arti; bersifat konkret : nyata",2
127,1,alumnus; agenda; laba; sampel; tehnik; imajinasi; argumen; kostum; ranking; fiktif,5
127,2,"tehnik membaca : tehnik yang menuliskan catatan terlebih dahulu, kemudian membacanya; tehnik menghafal : tehnik yang menyiapkan catatan, kemudian menghafalnya; tehnik serta merta : tehnik yang dilakukan secara langsung, tanpa naskah, tanpa menghafal; tehnik outline : teknik yang pembicaranya menyiapkan catatan berupa gagasan, kemudian mengembangkan gagasan tersebut",5
127,3,"jumlah kata yang dibaca / waktu membaca (detik) x 60 = 240 /120 x 60 = 120 kpm; jadi , kecepatan membaca dani adalah 120 kpm",5
127,4,omzet; hektare; saksama; silakan; sirop; zaman; apotek; modern; imbau; kuitansi,5
127,5,orientasi : gambaran umum tentang objek yang diulas; tafsiran : pandangan pengulas terhadap objek yang diulas; evaluasi : penilaian terhadap objek yang diulas; rangkuman: ringkasan/ isi ulasan,5
128,1,alumnus; strategi; laba; sempel; rumus; dongeng; argumen; kostum; ranking; fiktif,5
128,2,membaca : menyusun hasil laporan kemudian membaca; menghafal : menulis hasil laporan kemudian menghafal; serta merta : menyampaikan tanpa menghafal dan membaca; outline : menyampaikan gagasan dan mengembangkannya,5
128,3,240/ 120 x 60 = 120 kpm,5
128,4,omzet; hektare; seksama; silakan; sirop; zaman; apotek; modern; imbau; kuwitansi,5
128,5,orientasi : pendangan umum terhadap teks ulasan; tafsiran : pandangan pengulas terhadap teks ulasan; evaluasi : penilaian terhadap teks ulasan; rangkuman : ringkasan/ kesimpulan teks ulasan,5
129,1,alumni; argument; hasil; example; teknik; imajinasi; hasil pikiran; penutup tubuh; ranking; fiktif,4
129,2,"suara : suara harus terdengar oleh semua audiens; vokal & pengucapan : vokal & pengucapan harus jelas agar audiens menangkap laporan dengan baik; penjedaan : penjedaan diawal & diakhir, kalau diawal penjedaan diawal kalimat kalau diakhir ya diakhir kalimat; ekspresi : ekspresi mengaruhi penyampaian laporan; gerak - gerik : gerak - gerik yang tidak dibutuhkan tidak usah dilakukan; bahasa yang baik : bahasa harus baik dan tidak terbelat-belit",2
129,3,240/ 120 x 60 = 240/120 = 2; 2 x 60 = 120 kpm,5
129,4,omzet; hektare; saksama; silakan; sirop; zaman; apotek; modern; himbau; kuitansi,5
129,5,orientasi : gambaran umum objek yang akan diulas; tafsiran : pandangan pengulas terhadap objek yang akan diulas; evaluasi : pendapat pengulas terhadap yang diulas; rangkuman : perbaikan yang disampaikan sang pengulas,5
130,1,alumnus; acara; laba; sampel; teknik; imajinasi; argumen; kostum; ranking; fiktif,5
130,2,teknik membaca; -> pembicara membawa teks laporan dan membacanya; teknik menghafal; -> pembicara menghafalkan laporan dan menyampaikannya; teknik serta merta; -> pembicara menyampaikan isi laporan tanpa membaca maupun menghafal; teknik outline; pembicara menyiapkan gagasan dan mengembangkan gagasan itu sendiri,5
130,3,"240/ 120 x 60 = 120 kpm, jadi kecepatan membaca dani adalah 120 kpm",5
130,4,omzet; hektare; saksama; silakan; sirop; zaman; apotek; modern; himbau; kuitansi,5
130,5,orientasi; -> pandangan awal dari pementasan; tafsiran; -> isi dari pementasan; evaluasi; -> koreksi dari pementasan; ringkasan; -> rangkuman/ ringkasan dari apa yang dipentaskan,5
207,1,alumnus; agenda; laba; sampel; prosedur; imajinasi; argumen; kostum; ranking; fiktif,5
207,2,serta merta : teknik yg dilakukan tanpa persiapan; outline : mencari gagasan utama & mengembangkannya sendiri,3
207,3,120/ 240 x 60 = 120 kpm,5
207,4,omzet; hektar; saksama; silahkan; sirop; zaman; apotek; modern; himbau; kuitansi,5
207,5,saran: memerikan saran; kritik : mengomentari,2
208,1,alumnus; jadi; penghasilan; misal; tutorial; imajinasi; menurut; kostum; ranking; fiksi,4
208,2,membaca; menghafal; serta merta; outline,3
208,3,240/ 120 x 60 = 120 kpm,5
208,4,omzet; hektar; saksama; silakan; sirop; zaman; apotek; modern; himbau; kuitansi,5
208,5,gagasan utama; pokok utama,2
209,1,alumnus; agenda; laba; sempel; teknik; imajinasi; argumen; costum; rangking; fiktif,5
209,2,"teknik membaca : -> menulis laporannya dulu, saat menyampaikan laporan baru dibaca; teknik menghafal : -> menulis laporannya lalu dihafalkan, saat menyampaikan laporan tidak memakai teks; teknik serta merta : -> teknik menyampaikan laporan tanpa menulis, menghafal, langsung menyampaikan apa adanya; teknik outline : -> pembawa acara menyampaikan gagasan utamanya lalu yang menyampaikan lapora mengembangkan sendiri gagasannya itu menjadi laporan",5
209,3,rumus jumlah kata/ waktu x 60 -> 240/ 120 x 60 = 120 kpm,5
209,4,omzet; hektare; saksama; silakan; sirop; zaman; apotik; moderen; imbau; kuwitansi,5
209,5,orientasi : menggambarkan tentang objek yang kita lihat; tafsiran : menafsirkan objek yang kita lihat; evalusai : mengevaluasi objek yang dilihat; rangkuman : merangkum dari apa yang kita lihat,5
210,1,alumnus; agenda; laba; sampel; rumus; imajinasi; argumen; kostum; ranking; fiktif,5
210,2,vokal -> berhubungan dengan suara; suara -> kejelasan mengucapkan dialog; rasa; wajah/ mimik -> emosi wajah/ emosi si tokoh; gerak -> blocking; pernafasan -> berhubungan dengan vokal,2
210,3,240/ 120 x 60 = 60 x 2 = 120 kpm,5
210,4,omzet; hektare; saksama; silakan; sirop; zaman; apotek; modern; himbau; kuwitansi,5
210,5,evalusai : penilaian objek ; simpulan : ringkasan; orientasi : pandangan terhadap objek; tafsiran : penjelasan hal-hal yang terdapat diobjek,5
211,1,alumnus; program; neraca; sample; bagaimana; imajinasi; saran; kostum; ranking; fiktif,3
211,2,volume suara : harus terdengar oleh pendengar; mimik : ekspresi wajah; gerak - gerik : sesuai dengan isi laporan; olah vokal : nada suara,2
211,3,120/ 240 x 60= 2 x 60 = 120 menit/ 2 menit,5
211,4,omzet; hektare; saksama; silakan; sirop; zaman; apotek; modern; himbau; kuwitansi,5
211,5,saran; kritikan; pendapat,2
